year,date,team,games,progress,win_rate,recent10_wr,streak_num,home_wr,away_wr,final_win_rate
2025,20250705,롯데,85,0.59,0.549,0.4,-2,0.561,0.537,0.478
2025,20250705,SSG,83,0.576,0.525,0.6,2,0.553,0.5,0.536
2025,20250705,KT,85,0.59,0.524,0.6,-1,0.533,0.514,0.511
2025,20250705,삼성,84,0.583,0.518,0.5,3,0.6,0.421,0.521
2025,20250705,NC,81,0.562,0.474,0.444,-2,0.407,0.51,0.514
2025,20250705,두산,84,0.583,0.407,0.4,1,0.415,0.4,0.442
2025,20250705,키움,87,0.604,0.31,0.444,-4,0.333,0.278,0.336
2025,20250718,한화,88,0.611,0.616,0.889,7,0.683,0.556,0.593
2025,20250718,LG,89,0.618,0.563,0.5,1,0.609,0.512,0.603
2025,20250718,롯데,90,0.625,0.54,0.4,-2,0.545,0.535,0.478
2025,20250718,KIA,88,0.611,0.529,0.5,-4,0.619,0.442,0.464
2025,20250718,KT,90,0.625,0.517,0.5,-1,0.522,0.512,0.511
2025,20250718,SSG,87,0.604,0.512,0.5,-2,0.537,0.488,0.536
2025,20250718,NC,85,0.59,0.5,0.556,4,0.484,0.51,0.514
2025,20250718,삼성,88,0.611,0.494,0.4,-4,0.587,0.39,0.521
2025,20250718,두산,88,0.611,0.424,0.6,1,0.429,0.419,0.442
2025,20250718,키움,91,0.632,0.307,0.3,1,0.327,0.282,0.336
2025,20250731,한화,99,0.688,0.615,0.556,2,0.66,0.571,0.593
2025,20250731,LG,100,0.694,0.592,0.9,3,0.627,0.553,0.603
2025,20250731,롯데,101,0.701,0.561,0.7,1,0.58,0.542,0.478
2025,20250731,SSG,98,0.681,0.511,0.556,4,0.533,0.49,0.536
2025,20250731,KT,101,0.701,0.51,0.5,-3,0.51,0.511,0.511
2025,20250731,KIA,98,0.681,0.5,0.222,1,0.583,0.413,0.464
2025,20250731,삼성,98,0.681,0.495,0.5,-2,0.6,0.383,0.521
2025,20250731,NC,95,0.66,0.489,0.4,-1,0.486,0.491,0.514
2025,20250731,두산,99,0.688,0.436,0.5,-1,0.426,0.447,0.442
2025,20250731,키움,101,0.701,0.289,0.111,-7,0.327,0.244,0.336
2025,20250813,LG,110,0.764,0.611,0.8,1,0.632,0.588,0.603
2025,20250813,한화,108,0.75,0.6,0.5,3,0.654,0.547,0.593
2025,20250813,롯데,111,0.771,0.537,0.3,-5,0.545,0.528,0.478
2025,20250813,SSG,107,0.743,0.524,0.7,3,0.531,0.519,0.536
2025,20250813,KIA,106,0.736,0.51,0.667,2,0.592,0.434,0.464
2025,20250813,KT,111,0.771,0.505,0.444,-1,0.509,0.5,0.511
2025,20250813,NC,104,0.722,0.5,0.556,3,0.5,0.5,0.514
2025,20250813,삼성,109,0.757,0.472,0.3,-4,0.545,0.396,0.521
2025,20250813,두산,109,0.757,0.433,0.4,-2,0.412,0.453,0.442
2025,20250813,키움,111,0.771,0.308,0.5,-1,0.328,0.286,0.336
2025,20250826,LG,120,0.833,0.624,0.778,-1,0.644,0.603,0.603
2025,20250826,한화,119,0.826,0.586,0.4,3,0.627,0.544,0.593
2025,20250826,SSG,118,0.819,0.518,0.5,1,0.519,0.517,0.536
2025,20250826,롯데,122,0.847,0.513,0.25,2,0.534,0.492,0.478
2025,20250826,NC,115,0.799,0.505,0.6,1,0.519,0.491,0.514
2025,20250826,KT,121,0.84,0.504,0.5,-1,0.5,0.508,0.511
2025,20250826,삼성,120,0.833,0.5,0.889,4,0.559,0.441,0.521
2025,20250826,KIA,117,0.812,0.478,0.1,-6,0.545,0.414,0.464
2025,20250826,두산,120,0.833,0.452,0.6,-4,0.424,0.482,0.442
2025,20250826,키움,122,0.847,0.322,0.4,-4,0.339,0.304,0.336
2025,20250921,LG,137,0.951,0.619,0.5,-1,0.603,0.636,0.603
2025,20250921,한화,137,0.951,0.597,0.7,-1,0.612,0.582,0.593
2025,20250921,SSG,134,0.931,0.531,0.7,2,0.54,0.522,0.536
2025,20250921,삼성,137,0.951,0.511,0.5,-1,0.552,0.471,0.521
2025,20250921,KT,138,0.958,0.507,0.5,2,0.5,0.516,0.511
2025,20250921,롯데,137,0.951,0.496,0.3,-1,0.515,0.477,0.478
2025,20250921,NC,136,0.944,0.485,0.5,1,0.493,0.476,0.514
2025,20250921,KIA,136,0.944,0.47,0.4,-1,0.516,0.426,0.464
2025,20250921,두산,137,0.951,0.435,0.1,-2,0.415,0.455,0.442
2025,20250921,키움,139,0.965,0.348,0.6,1,0.348,0.348,0.336
2025,20251004,LG,144,1.0,0.603,0.4,-3,0.586,0.62,0.603
2025,20251004,한화,144,1.0,0.593,0.556,-1,0.62,0.565,0.593
2025,20251004,SSG,144,1.0,0.536,0.6,-2,0.551,0.521,0.536
2025,20251004,삼성,144,1.0,0.521,0.7,-1,0.577,0.465,0.521
2025,20251004,NC,144,1.0,0.514,0.9,9,0.514,0.515,0.514
2025,20251004,KT,144,1.0,0.511,0.556,1,0.507,0.515,0.511
2025,20251004,롯데,144,1.0,0.478,0.2,-3,0.507,0.449,0.478
2025,20251004,KIA,144,1.0,0.464,0.4,2,0.507,0.423,0.464
2025,20251004,두산,144,1.0,0.442,0.5,2,0.42,0.464,0.442
2025,20251004,키움,144,1.0,0.336,0.3,-5,0.333,0.338,0.336
