year,date,rank,team,games,win,loss,draw,win_rate,gb,last10,streak,home,away
2023,20230705,4,롯데,72,36,36,0,0.500,9.5,4승0무6패,3패,20-0-16,16-0-20
2023,20230705,6,키움,79,38,39,2,0.494,10,6승0무4패,2승,21-1-18,17-1-21
2023,20230705,7,KT,73,34,37,2,0.479,11,7승0무3패,4승,20-1-17,14-1-20
2023,20230705,8,한화,74,32,38,4,0.457,12.5,9승0무1패,1승,18-1-21,14-3-17
2023,20230705,9,KIA,70,31,38,1,0.449,13,3승0무7패,1승,16-1-18,15-0-20
2023,20230705,10,삼성,75,28,47,0,0.373,19,2승0무8패,2패,14-0-23,14-0-24
2023,20230813,1,LG,98,61,35,2,0.635,0,8승0무2패,5승,33-1-18,28-1-17
2023,20230813,2,SSG,97,55,41,1,0.573,6,5승0무5패,2승,26-1-22,29-0-19
2023,20230813,3,KT,100,53,45,2,0.541,9,8승0무2패,2승,29-1-22,24-1-23
2023,20230813,4,NC,97,50,46,1,0.521,11,6승0무4패,2패,22-0-22,28-1-24
2023,20230813,5,두산,97,49,47,1,0.510,12,4승0무6패,2패,23-1-22,26-0-25
2023,20230813,6,KIA,93,45,46,2,0.495,13.5,5승1무4패,1패,22-2-21,23-0-25
2023,20230813,7,롯데,98,47,51,0,0.480,15,5승0무5패,1승,26-0-24,21-0-27
2023,20230813,8,한화,97,40,52,5,0.435,19,3승1무6패,2승,22-1-28,18-4-24
2023,20230813,9,삼성,100,41,58,1,0.414,21.5,5승0무5패,2패,20-0-30,21-1-28
2023,20230813,10,키움,107,42,62,3,0.404,23,1승0무9패,4패,23-2-28,19-1-34
2023,20230826,1,LG,107,65,40,2,0.619,0,5승0무5패,2패,34-1-18,31-1-22
2023,20230826,2,KT,110,61,47,2,0.565,5.5,8승0무2패,2승,30-1-23,31-1-24
2023,20230826,3,SSG,106,58,47,1,0.552,7,4승0무6패,1승,28-1-24,30-0-23
2023,20230826,4,NC,105,54,49,2,0.524,10,4승1무5패,2승,25-1-23,29-1-26
2023,20230826,5,두산,107,54,52,1,0.509,11.5,5승0무5패,1패,25-1-27,29-0-25
2023,20230826,6,KIA,103,51,50,2,0.505,12,6승0무4패,3승,26-2-22,25-0-28
2023,20230826,7,롯데,107,50,57,0,0.467,16,4승0무6패,6패,29-0-26,21-0-31
2023,20230826,8,삼성,109,47,61,1,0.435,19.5,6승0무4패,1승,25-0-33,22-1-28
2023,20230826,9,한화,106,42,58,6,0.420,20.5,3승1무6패,5패,23-1-31,19-5-27
2023,20230826,10,키움,118,47,68,3,0.409,23,4승0무6패,1패,26-2-31,21-1-37
2023,20230908,1,LG,116,70,44,2,0.614,0,5승0무5패,2승,36-1-20,34-1-24
2023,20230908,2,KT,119,65,52,2,0.556,6.5,5승0무5패,1승,33-1-25,32-1-27
2023,20230908,3,NC,114,61,51,2,0.545,8,8승0무2패,4승,30-1-23,31-1-28
2023,20230908,4,SSG,116,61,54,1,0.530,9.5,3승0무7패,3패,29-1-28,32-0-26
2023,20230908,5,KIA,111,57,52,2,0.523,10.5,8승0무2패,2패,28-2-23,29-0-29
2023,20230908,6,두산,114,57,56,1,0.504,12.5,5승0무5패,2승,27-1-29,30-0-27
2023,20230908,7,롯데,115,54,61,0,0.470,16.5,4승0무6패,1패,32-0-29,22-0-32
2023,20230908,8,한화,115,47,62,6,0.431,20.5,5승0무5패,3승,25-1-33,22-5-29
2023,20230908,9,삼성,118,50,67,1,0.427,21.5,4승0무6패,2패,27-0-35,23-1-32
2023,20230908,10,키움,128,51,74,3,0.408,24.5,4승0무6패,4패,29-2-32,22-1-42
2023,20230921,1,LG,125,76,47,2,0.618,0,7승0무3패,6승,39-1-20,37-1-27
2023,20230921,2,KT,129,71,55,3,0.563,6.5,6승1무3패,2승,35-2-26,36-1-29
2023,20230921,3,NC,122,66,54,2,0.550,8.5,7승0무3패,1패,33-1-25,33-1-29
2023,20230921,4,두산,124,65,58,1,0.528,11,8승0무2패,1승,31-1-31,34-0-27
2023,20230921,5,SSG,125,63,60,2,0.512,13,2승1무7패,1패,29-1-30,34-1-30
2023,20230921,6,KIA,121,60,59,2,0.504,14,3승0무7패,7패,31-2-28,29-0-31
2023,20230921,7,롯데,124,58,66,0,0.468,18.5,4승0무6패,2패,33-0-31,25-0-35
2023,20230921,8,한화,125,52,67,6,0.437,22,5승0무5패,1승,27-1-37,25-5-30
2023,20230921,9,삼성,127,53,73,1,0.421,24.5,3승0무7패,4패,29-0-37,24-1-36
2023,20230921,10,키움,134,53,78,3,0.405,27,2승0무8패,2승,30-2-35,23-1-43
2023,20231004,1,LG,136,83,51,2,0.619,0,7승0무3패,3승,43-1-22,40-1-29
2023,20231004,2,KT,139,75,61,3,0.551,9,4승0무6패,1승,37-2-29,38-1-32
2023,20231004,3,NC,134,70,62,2,0.530,12,3승0무7패,5패,36-1-28,34-1-34
2023,20231004,3,두산,134,70,62,2,0.530,12,5승1무4패,1패,34-1-33,36-1-29
2023,20231004,5,SSG,135,69,63,3,0.523,13,6승1무3패,4승,35-2-32,34-1-31
2023,20231004,6,KIA,134,66,66,2,0.500,16,5승0무5패,1패,32-2-30,34-0-36
2023,20231004,7,롯데,134,64,70,0,0.478,19,6승0무4패,1패,37-0-34,27-0-36
2023,20231004,8,한화,135,56,73,6,0.434,24.5,4승0무6패,3승,30-1-39,26-5-34
2023,20231004,9,삼성,137,58,78,1,0.426,26,5승0무5패,2패,30-0-39,28-1-39
2023,20231004,10,키움,140,56,81,3,0.409,28.5,5승0무5패,1승,31-2-36,25-1-45
2024,20240405,1,KIA,10,8,2,0,0.800,0,8승0무2패,3승,4-0-0,4-0-2
2024,20240405,2,한화,11,8,3,0,0.727,0.5,8승0무2패,1패,4-0-1,4-0-2
2024,20240405,3,SSG,12,8,4,0,0.667,1,6승0무4패,1패,5-0-3,3-0-1
2024,20240405,4,NC,11,7,4,0,0.636,1.5,6승0무4패,1승,4-0-1,3-0-3
2024,20240405,5,키움,9,5,4,0,0.556,2.5,5승0무4패,5승,3-0-1,2-0-3
2024,20240405,6,LG,12,6,5,1,0.545,2.5,5승1무4패,1패,5-1-3,1-0-2
2024,20240405,7,두산,12,5,7,0,0.417,4,4승0무6패,1승,1-0-2,4-0-5
2024,20240405,8,KT,12,3,9,0,0.250,6,3승0무7패,1승,2-0-6,1-0-3
2024,20240405,9,롯데,10,2,8,0,0.200,6,2승0무8패,2패,1-0-3,1-0-5
2024,20240405,9,삼성,11,2,8,1,0.200,6,1승1무8패,8패,0-0-5,2-1-3
2024,20240418,1,KIA,21,15,6,0,0.714,0,7승0무3패,1패,7-0-2,8-0-4
2024,20240418,2,NC,21,14,7,0,0.667,1,7승0무3패,1승,9-0-3,5-0-4
2024,20240418,3,SSG,23,14,9,0,0.609,2,6승0무4패,1승,9-0-5,5-0-4
2024,20240418,4,키움,20,12,8,0,0.600,2.5,6승0무4패,2패,9-0-3,3-0-5
2024,20240418,5,삼성,22,11,10,1,0.524,4,8승0무2패,4승,4-0-7,7-1-3
2024,20240418,6,LG,23,11,11,1,0.500,4.5,4승0무6패,1패,9-1-4,2-0-7
2024,20240418,7,한화,21,10,11,0,0.476,5,2승0무8패,1패,4-0-4,6-0-7
2024,20240418,8,두산,23,9,14,0,0.391,7,4승0무6패,3패,5-0-4,4-0-10
2024,20240418,9,KT,23,7,16,0,0.304,9,4승0무6패,2승,3-0-8,4-0-8
2024,20240418,10,롯데,21,5,16,0,0.238,10,2승0무8패,1승,3-0-6,2-0-10
2024,20240501,1,KIA,32,22,10,0,0.688,0,6승0무4패,1승,10-0-4,12-0-6
2024,20240501,2,NC,32,20,12,0,0.625,2,6승0무4패,1패,13-0-4,7-0-8
2024,20240501,3,삼성,33,19,13,1,0.594,3,8승0무2패,1승,6-0-8,13-1-5
2024,20240501,4,SSG,33,18,14,1,0.563,4,4승1무5패,1승,11-1-8,7-0-6
2024,20240501,5,LG,34,17,15,2,0.531,5,5승1무4패,1승,11-1-5,6-1-10
2024,20240501,6,키움,31,15,16,0,0.484,6.5,3승0무7패,2승,9-0-9,6-0-7
2024,20240501,7,두산,34,16,18,0,0.471,7,6승0무4패,1패,10-0-7,6-0-11
2024,20240501,8,한화,32,13,19,0,0.406,9,2승0무8패,1패,7-0-9,6-0-10
2024,20240501,9,KT,34,12,21,1,0.364,10.5,5승1무4패,1패,6-0-8,6-1-13
2024,20240501,10,롯데,31,8,22,1,0.267,13,3승1무6패,5패,6-1-9,2-0-13
2024,20240514,1,KIA,41,25,16,0,0.610,0,4승0무6패,2패,12-0-9,13-0-7
2024,20240514,2,NC,41,23,17,1,0.575,1.5,3승1무6패,2패,14-0-7,9-1-10
2024,20240514,3,두산,44,25,19,0,0.568,1.5,9승0무1패,9승,13-0-8,12-0-11
2024,20240514,4,삼성,42,23,18,1,0.561,2,5승0무5패,1패,7-0-11,16-1-7
2024,20240514,5,LG,44,23,19,2,0.548,2.5,6승0무4패,1패,13-1-9,10-1-10
2024,20240514,5,SSG,43,23,19,1,0.548,2.5,5승0무5패,2승,12-1-10,11-0-9
2024,20240514,7,KT,43,18,24,1,0.429,7.5,6승0무4패,1승,11-0-8,7-1-16
2024,20240514,8,키움,41,17,24,0,0.415,8,2승0무8패,1승,9-0-12,8-0-12
2024,20240514,9,한화,41,16,24,1,0.400,8.5,3승1무6패,1승,9-1-11,7-0-13
2024,20240514,10,롯데,40,13,26,1,0.333,11,5승0무5패,4패,9-1-12,4-0-14
2024,20240609,1,LG,66,38,26,2,0.594,0,7승0무3패,1패,18-1-11,20-1-15
2024,20240609,2,KIA,64,37,26,1,0.587,0.5,4승0무6패,1승,17-1-14,20-0-12
2024,20240609,3,두산,67,37,28,2,0.569,1.5,6승0무4패,1패,21-1-14,16-1-14
2024,20240609,4,삼성,64,34,29,1,0.540,3.5,6승0무4패,1승,14-0-16,20-1-13
2024,20240609,5,SSG,64,32,31,1,0.508,5.5,7승0무3패,1패,15-1-16,17-0-15
2024,20240609,6,NC,64,30,32,2,0.484,7,3승1무6패,2승,14-0-16,16-2-16
2024,20240609,7,한화,63,27,34,2,0.443,9.5,4승1무5패,2패,14-2-16,13-0-18
2024,20240609,8,롯데,62,26,34,2,0.433,10,6승0무4패,1승,18-1-15,8-1-19
2024,20240609,9,KT,64,27,36,1,0.429,10.5,3승0무7패,1승,15-0-16,12-1-20
2024,20240609,10,키움,62,25,37,0,0.403,12,3승0무7패,1패,13-0-20,12-0-17
2024,20240622,1,KIA,74,44,29,1,0.603,0,7승0무3패,2승,20-1-15,24-0-14
2024,20240622,2,삼성,74,41,32,1,0.562,3,7승0무3패,3승,20-0-17,21-1-15
2024,20240622,3,두산,77,42,33,2,0.560,3,5승0무5패,1패,24-1-17,18-1-16
2024,20240622,4,LG,76,41,33,2,0.554,3.5,3승0무7패,2패,20-1-13,21-1-20
2024,20240622,5,SSG,75,38,36,1,0.514,6.5,5승0무5패,1승,18-1-18,20-0-18
2024,20240622,6,NC,75,36,37,2,0.493,8,5승0무5패,1패,18-0-18,18-2-19
2024,20240622,7,한화,73,32,39,2,0.451,11,5승0무5패,2패,17-2-19,15-0-20
2024,20240622,8,롯데,73,31,40,2,0.437,12,5승0무5패,1승,20-1-16,11-1-24
2024,20240622,9,KT,74,31,42,1,0.425,13,4승0무6패,2승,17-0-20,14-1-22
2024,20240622,10,키움,73,29,44,0,0.397,15,3승0무7패,1패,15-0-23,14-0-21
2024,20240718,1,KIA,91,54,35,2,0.607,0,8승0무2패,3승,24-1-19,30-1-16
2024,20240718,2,LG,93,49,42,2,0.538,6,4승0무6패,3승,24-1-18,25-1-24
2024,20240718,3,삼성,92,48,42,2,0.533,6.5,4승0무6패,2패,24-0-20,24-2-22
2024,20240718,4,두산,95,49,44,2,0.527,7,5승0무5패,1승,28-1-21,21-1-23
2024,20240718,5,NC,89,44,43,2,0.506,9,7승0무3패,4승,25-0-19,19-2-24
2024,20240718,6,SSG,91,45,45,1,0.500,9.5,5승0무5패,2패,21-1-22,24-0-23
2024,20240718,7,KT,92,44,46,2,0.489,10.5,8승0무2패,5승,20-1-21,24-1-25
2024,20240718,8,롯데,88,38,47,3,0.447,14,3승0무7패,1패,25-2-19,13-1-28
2024,20240718,9,한화,90,38,50,2,0.432,15.5,3승0무7패,4패,21-2-24,17-0-26
2024,20240718,10,키움,89,37,52,0,0.416,17,3승0무7패,5패,22-0-29,15-0-23
2024,20240731,1,KIA,102,60,40,2,0.600,0,5승0무5패,2패,26-1-22,34-1-18
2024,20240731,2,LG,100,54,44,2,0.551,5,8승0무2패,1승,27-1-20,27-1-24
2024,20240731,3,삼성,102,52,48,2,0.520,8,4승0무6패,1패,27-0-23,25-2-25
2024,20240731,4,SSG,100,51,48,1,0.515,8.5,6승0무4패,5승,27-1-23,24-0-25
2024,20240731,5,두산,105,53,50,2,0.515,8.5,4승0무6패,2승,30-1-22,23-1-28
2024,20240731,6,KT,101,49,50,2,0.495,10.5,6승0무4패,2패,23-1-24,26-1-26
2024,20240731,7,NC,99,48,49,2,0.495,10.5,4승0무6패,1승,26-0-21,22-2-28
2024,20240731,8,한화,98,43,53,2,0.448,15,5승0무5패,5승,23-2-27,20-0-26
2024,20240731,9,롯데,98,41,54,3,0.432,16.5,3승0무7패,2패,25-2-21,16-1-33
2024,20240731,10,키움,99,42,57,0,0.424,17.5,5승0무5패,1패,25-0-31,17-0-26
2024,20240813,1,KIA,111,64,45,2,0.587,0,4승0무6패,1승,28-1-26,36-1-19
2024,20240813,2,LG,109,59,48,2,0.551,4,6승0무4패,5승,30-1-21,29-1-27
2024,20240813,3,삼성,112,59,51,2,0.536,5.5,7승0무3패,2승,32-0-25,27-2-26
2024,20240813,4,두산,114,58,54,2,0.518,7.5,6승0무4패,1패,32-1-25,26-1-29
2024,20240813,5,SSG,111,55,55,1,0.500,9.5,4승0무6패,2승,28-1-26,27-0-29
2024,20240813,6,KT,111,53,56,2,0.486,11,4승0무6패,3패,24-1-27,29-1-29
2024,20240813,7,NC,108,49,57,2,0.462,13.5,2승0무8패,6패,27-0-23,22-2-34
2024,20240813,8,롯데,105,47,55,3,0.461,13.5,7승0무3패,2승,28-2-21,19-1-34
2024,20240813,9,한화,108,48,58,2,0.453,14.5,5승0무5패,3패,25-2-31,23-0-27
2024,20240813,10,키움,109,48,61,0,0.440,16,6승0무4패,1패,27-0-34,21-0-27
2024,20240908,1,KIA,132,80,50,2,0.615,0,8승0무2패,4승,37-1-28,43-1-22
2024,20240908,2,삼성,132,73,57,2,0.562,7,7승0무3패,1승,39-0-31,34-2-26
2024,20240908,3,LG,130,68,60,2,0.531,11,5승0무5패,2승,36-1-29,32-1-31
2024,20240908,4,두산,132,65,65,2,0.500,15,3승0무7패,1승,33-1-31,32-1-34
2024,20240908,5,KT,131,64,65,2,0.496,15.5,5승0무5패,1패,27-1-32,37-1-33
2024,20240908,6,SSG,130,61,67,2,0.477,18,4승1무5패,2승,29-1-33,32-1-34
2024,20240908,7,한화,128,60,66,2,0.476,18,4승0무6패,2패,28-2-34,32-0-32
2024,20240908,8,롯데,127,57,66,4,0.463,19.5,5승1무4패,3패,33-3-26,24-1-40
2024,20240908,9,NC,128,58,68,2,0.460,20,6승0무4패,1패,32-0-32,26-2-36
2024,20240908,10,키움,130,54,76,0,0.415,26,1승0무9패,3패,30-0-40,24-0-36
2024,20240921,1,KIA,138,83,53,2,0.610,0,7승0무3패,2패,39-1-29,44-1-24
2024,20240921,2,삼성,139,76,61,2,0.555,7.5,5승0무5패,1패,39-0-31,37-2-30
2024,20240921,3,LG,139,72,65,2,0.526,11.5,5승0무5패,1승,37-1-32,35-1-33
2024,20240921,4,두산,139,70,67,2,0.511,13.5,6승0무4패,1패,37-1-31,33-1-36
2024,20240921,5,KT,140,69,69,2,0.500,15,5승0무5패,1패,31-1-35,38-1-34
2024,20240921,6,SSG,137,67,68,2,0.496,15.5,8승1무1패,5승,34-1-34,33-1-34
2024,20240921,7,롯데,136,62,70,4,0.470,19,5승0무5패,2패,36-3-29,26-1-41
2024,20240921,8,한화,137,63,72,2,0.467,19.5,3승0무7패,1승,28-2-36,35-0-36
2024,20240921,9,NC,136,60,74,2,0.448,22,3승0무7패,1패,34-0-35,26-2-39
2024,20240921,10,키움,137,57,80,0,0.416,26.5,3승0무7패,3패,31-0-41,26-0-39
2025,20250405,1,LG,10,9,1,0,0.900,0,9승0무1패,2승,6-0-0,3-0-1
2025,20250405,2,SSG,9,6,3,0,0.667,2.5,6승0무3패,2승,5-0-1,1-0-2
2025,20250405,3,삼성,12,7,5,0,0.583,3,5승0무5패,1패,4-0-3,3-0-2
2025,20250405,4,KT,11,5,5,1,0.500,4,5승1무4패,2패,4-0-3,1-1-2
2025,20250405,5,롯데,12,5,6,1,0.455,4.5,5승1무4패,1승,2-1-2,3-0-4
2025,20250405,6,NC,9,4,5,0,0.444,4.5,4승0무5패,1승,0-0-2,4-0-3
2025,20250405,7,두산,12,5,7,0,0.417,5,5승0무5패,1패,3-0-2,2-0-5
2025,20250405,7,키움,12,5,7,0,0.417,5,5승0무5패,1패,3-0-2,2-0-5
2025,20250405,9,KIA,11,4,7,0,0.364,5.5,3승0무7패,1패,3-0-4,1-0-3
2025,20250405,10,한화,12,4,8,0,0.333,6,3승0무7패,1승,2-0-3,2-0-5
2025,20250418,1,LG,21,17,4,0,0.810,0,7승0무3패,1승,11-0-2,6-0-2
2025,20250418,2,롯데,23,12,10,1,0.545,5.5,7승0무3패,4승,6-1-5,6-0-5
2025,20250418,3,한화,23,12,11,0,0.522,6,8승0무2패,5승,5-0-4,7-0-7
2025,20250418,4,삼성,22,11,11,0,0.500,6.5,4승0무6패,1패,7-0-5,4-0-6
2025,20250418,4,KT,21,10,10,1,0.500,6.5,5승0무5패,2패,8-0-4,2-1-6
2025,20250418,6,SSG,19,9,10,0,0.474,7,3승0무7패,5패,6-0-5,3-0-5
2025,20250418,7,두산,20,9,11,0,0.450,7.5,5승0무5패,2승,5-0-4,4-0-7
2025,20250418,8,KIA,21,9,12,0,0.429,8,5승0무5패,1패,6-0-6,3-0-6
2025,20250418,9,NC,17,7,10,0,0.412,8,4승0무6패,1패,1-0-4,6-0-6
2025,20250418,10,키움,23,8,15,0,0.348,10,3승0무7패,1승,5-0-5,3-0-10
2025,20250501,1,LG,31,20,11,0,0.645,0,3승0무7패,4패,12-0-4,8-0-7
2025,20250501,2,롯데,33,19,13,1,0.594,1.5,7승0무3패,3승,7-1-6,12-0-7
2025,20250501,2,한화,32,19,13,0,0.594,1.5,8승0무2패,4승,11-0-5,8-0-8
2025,20250501,4,삼성,32,18,13,1,0.581,2,7승1무2패,1패,13-0-6,5-1-7
2025,20250501,5,KT,32,16,14,2,0.533,3.5,5승1무4패,2승,9-0-6,7-2-8
2025,20250501,6,SSG,30,14,15,1,0.483,5,5승1무4패,1승,9-1-9,5-0-6
2025,20250501,7,KIA,30,14,16,0,0.467,5.5,5승0무5패,1패,9-0-8,5-0-8
2025,20250501,8,두산,31,12,18,1,0.400,7.5,3승1무6패,2패,6-1-10,6-0-8
2025,20250501,9,NC,27,10,17,0,0.370,8,3승0무7패,1승,1-0-4,9-0-13
2025,20250501,10,키움,34,11,23,0,0.324,10.5,3승0무7패,3패,6-0-12,5-0-11
2025,20250514,1,LG,42,28,14,0,0.667,0,8승0무2패,5승,16-0-5,12-0-9
2025,20250514,2,한화,42,27,15,0,0.643,1,8승0무2패,2패,14-0-7,13-0-8
2025,20250514,3,롯데,44,25,17,2,0.595,3,5승1무4패,1승,10-1-9,15-1-8
2025,20250514,4,NC,38,18,19,1,0.486,7.5,8승1무1패,1승,1-0-4,17-1-15
2025,20250514,5,삼성,43,20,22,1,0.476,8,1승0무9패,1패,15-0-12,5-1-10
2025,20250514,6,KT,43,19,21,3,0.475,8,3승1무6패,1승,11-1-12,8-2-9
2025,20250514,6,SSG,41,19,21,1,0.475,8,4승0무6패,1패,12-1-11,7-0-10
2025,20250514,8,KIA,40,18,22,0,0.450,9,4승0무6패,1패,10-0-11,8-0-11
2025,20250514,8,두산,42,18,22,2,0.450,9,6승1무3패,2승,8-2-13,10-0-9
2025,20250514,10,키움,45,13,32,0,0.289,16.5,1승0무9패,5패,7-0-17,6-0-15
2025,20250527,1,LG,53,34,18,1,0.654,0,5승1무4패,2승,19-0-7,15-1-11
2025,20250527,2,한화,53,31,22,0,0.585,3.5,4승0무6패,1패,17-0-11,14-0-11
2025,20250527,3,롯데,55,30,22,3,0.577,4,5승1무4패,2패,14-2-10,16-1-12
2025,20250527,4,KT,54,27,24,3,0.529,6.5,8승0무2패,4승,14-1-13,13-2-11
2025,20250527,5,삼성,54,27,26,1,0.509,7.5,6승0무4패,3승,19-0-13,8-1-13
2025,20250527,6,SSG,52,25,25,2,0.500,8,5승1무4패,1패,14-2-13,11-0-12
2025,20250527,6,NC,49,23,23,3,0.500,8,5승2무3패,1패,5-0-6,18-3-17
2025,20250527,8,KIA,51,25,26,0,0.490,8.5,6승0무4패,1승,15-0-11,10-0-15
2025,20250527,9,두산,53,21,29,3,0.420,12,2승1무7패,1패,10-3-16,11-0-13
2025,20250527,10,키움,56,14,42,0,0.250,22,1승0무9패,8패,7-0-23,7-0-19
2025,20250622,1,한화,73,43,29,1,0.597,0,6승1무3패,1승,24-1-12,19-0-17
2025,20250622,2,LG,74,42,30,2,0.583,1,4승1무5패,1승,24-0-15,18-2-15
2025,20250622,3,롯데,75,41,31,3,0.569,2,7승0무3패,4승,20-2-15,21-1-16
2025,20250622,4,KIA,73,38,33,2,0.535,4.5,7승1무2패,6승,22-1-14,16-1-19
2025,20250622,5,삼성,74,38,35,1,0.521,5.5,4승0무6패,3패,24-0-17,14-1-18
2025,20250622,6,SSG,73,36,34,3,0.514,6,4승1무5패,1패,19-3-16,17-0-18
2025,20250622,7,KT,75,37,35,3,0.514,6,4승0무6패,1패,21-1-19,16-2-16
2025,20250622,8,NC,71,32,35,4,0.478,8.5,6승0무4패,1승,8-0-12,24-4-23
2025,20250622,9,두산,74,29,42,3,0.408,13.5,4승0무6패,1패,14-3-20,15-0-22
2025,20250622,10,키움,76,21,53,2,0.284,23,1승1무8패,2패,12-1-29,9-1-24
2025,20250705,1,한화,83,48,33,2,0.593,0,5승1무4패,2승,25-2-13,23-0-20
2025,20250705,2,KIA,84,45,36,3,0.556,3,7승1무2패,3승,26-1-15,19-2-21
2025,20250705,3,LG,84,45,37,2,0.549,3.5,3승0무7패,4패,25-0-17,20-2-20
2025,20250705,3,롯데,85,45,37,3,0.549,3.5,4승0무6패,2패,23-2-18,22-1-19
2025,20250705,5,SSG,83,42,38,3,0.525,5.5,6승0무4패,2승,21-3-17,21-0-21
2025,20250705,6,KT,85,43,39,3,0.524,5.5,6승0무4패,1패,24-1-21,19-2-18
2025,20250705,7,삼성,84,43,40,1,0.518,6,5승0무5패,3승,27-0-18,16-1-22
2025,20250705,8,NC,81,36,40,5,0.474,9.5,4승1무5패,2패,11-0-16,25-5-24
2025,20250705,9,두산,84,33,48,3,0.407,15,4승0무6패,1승,17-3-24,16-0-24
2025,20250705,10,키움,87,26,58,3,0.310,23.5,4승1무5패,4패,16-2-32,10-1-26
2025,20250718,1,한화,88,53,33,2,0.616,0,8승1무1패,7승,28-2-13,25-0-20
2025,20250718,2,LG,89,49,38,2,0.563,4.5,5승0무5패,1승,28-0-18,21-2-20
2025,20250718,3,롯데,90,47,40,3,0.540,6.5,4승0무6패,2패,24-2-20,23-1-20
2025,20250718,4,KIA,88,45,40,3,0.529,7.5,5승0무5패,4패,26-1-16,19-2-24
2025,20250718,5,KT,90,45,42,3,0.517,8.5,5승0무5패,1패,24-1-22,21-2-20
2025,20250718,6,SSG,87,43,41,3,0.512,9,5승0무5패,2패,22-3-19,21-0-22
2025,20250718,7,NC,85,40,40,5,0.500,10,5승1무4패,4승,15-0-16,25-5-24
2025,20250718,8,삼성,88,43,44,1,0.494,10.5,4승0무6패,4패,27-0-19,16-1-25
2025,20250718,9,두산,88,36,49,3,0.424,16.5,6승0무4패,1승,18-3-24,18-0-25
2025,20250718,10,키움,91,27,61,3,0.307,27,3승0무7패,1승,16-2-33,11-1-28
2025,20250731,1,한화,99,59,37,3,0.615,0,5승1무4패,2승,31-2-16,28-1-21
2025,20250731,2,LG,100,58,40,2,0.592,2,9승0무1패,3승,32-0-19,26-2-21
2025,20250731,3,롯데,101,55,43,3,0.561,5,7승0무3패,1승,29-2-21,26-1-22
2025,20250731,4,SSG,98,48,46,4,0.511,10,5승1무4패,4승,24-4-21,24-0-25
2025,20250731,5,KT,101,50,48,3,0.510,10,5승0무5패,3패,26-1-25,24-2-23
2025,20250731,6,KIA,98,47,47,4,0.500,11,2승1무7패,1승,28-2-20,19-2-27
2025,20250731,7,삼성,98,48,49,1,0.495,11.5,5승0무5패,2패,30-0-20,18-1-29
2025,20250731,8,NC,95,44,46,5,0.489,12,4승0무6패,1패,18-0-19,26-5-27
2025,20250731,9,두산,99,41,53,5,0.436,17,4승2무4패,1패,20-4-27,21-1-26
2025,20250731,10,키움,101,28,69,4,0.289,31.5,1승1무8패,7패,17-2-35,11-2-34
2025,20250813,1,LG,110,66,42,2,0.611,0,8승0무2패,1승,36-0-21,30-2-21
2025,20250813,2,한화,108,63,42,3,0.600,1.5,5승0무5패,3승,34-2-18,29-1-24
2025,20250813,3,롯데,111,58,50,3,0.537,8,3승0무7패,5패,30-2-25,28-1-25
2025,20250813,4,SSG,107,54,49,4,0.524,9.5,7승0무3패,3승,26-4-23,28-0-26
2025,20250813,5,KIA,106,52,50,4,0.510,11,6승1무3패,2승,29-2-20,23-2-30
2025,20250813,6,KT,111,54,53,4,0.505,11.5,4승1무5패,1패,28-1-27,26-3-26
2025,20250813,7,NC,104,49,49,6,0.500,12,5승1무4패,3승,22-1-22,27-5-27
2025,20250813,8,삼성,109,51,57,1,0.472,15,3승0무7패,4패,30-0-25,21-1-32
2025,20250813,9,두산,109,45,59,5,0.433,19,4승0무6패,2패,21-4-30,24-1-29
2025,20250813,10,키움,111,33,74,4,0.308,32.5,5승0무5패,1패,19-2-39,14-2-35
2025,20250826,1,LG,120,73,44,3,0.624,0,7승1무2패,1패,38-1-21,35-2-23
2025,20250826,2,한화,119,68,48,3,0.586,4.5,4승0무6패,3승,37-2-22,31-1-26
2025,20250826,3,SSG,118,59,55,4,0.518,12.5,5승0무5패,1승,28-4-26,31-0-29
2025,20250826,4,롯데,122,60,57,5,0.513,13,2승2무6패,2승,31-3-27,29-2-30
2025,20250826,5,NC,115,55,54,6,0.505,14,6승0무4패,1승,28-1-26,27-5-28
2025,20250826,6,KT,121,59,58,4,0.504,14,5승0무5패,1패,29-1-29,30-3-29
2025,20250826,7,삼성,120,59,59,2,0.500,14.5,8승1무1패,4승,33-0-26,26-2-33
2025,20250826,8,KIA,117,54,59,4,0.478,17,1승0무9패,6패,30-2-25,24-2-34
2025,20250826,9,두산,120,52,63,5,0.452,20,6승0무4패,4패,25-4-34,27-1-29
2025,20250826,10,키움,122,38,80,4,0.322,35.5,4승0무6패,4패,21-2-41,17-2-39
2025,20250921,1,LG,137,83,51,3,0.619,0,5승0무5패,1패,41-1-27,42-2-24
2025,20250921,2,한화,137,80,54,3,0.597,3,7승0무3패,1패,41-2-26,39-1-28
2025,20250921,3,SSG,134,69,61,4,0.531,12,7승0무3패,2승,34-4-29,35-0-32
2025,20250921,4,삼성,137,69,66,2,0.511,14.5,5승0무5패,1패,37-0-30,32-2-36
2025,20250921,5,KT,138,68,66,4,0.507,15,5승0무5패,2승,35-1-35,33-3-31
2025,20250921,6,롯데,137,65,66,6,0.496,16.5,3승0무7패,1패,34-4-32,31-2-34
2025,20250921,7,NC,136,63,67,6,0.485,18,5승0무5패,1승,33-1-34,30-5-33
